Volatility 3 Framework 2.7.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
920	svchost.exe	0xf8a0014f4a70	0x428	Token	0xe	
920	svchost.exe	0xf8a0014f6060	0x42c	Token	0xe	
920	svchost.exe	0xf8a0014f6060	0x430	Token	0xe	
920	svchost.exe	0xf8a0014f5060	0x434	Token	0xe	
920	svchost.exe	0xf8a0014f5060	0x438	Token	0xe	
920	svchost.exe	0xf8a0014f5a70	0x43c	Token	0xe	
920	svchost.exe	0xf8a0014f5a70	0x440	Token	0xe	
920	svchost.exe	0xf8a0014f6a70	0x444	Token	0xe	
920	svchost.exe	0xf8a0014f6a70	0x448	Token	0xe	
920	svchost.exe	0xf8a0014f7060	0x44c	Token	0xe	
920	svchost.exe	0xf8a0014f7060	0x450	Token	0xe	
920	svchost.exe	0xf8a0014f7a70	0x454	Token	0xe	
920	svchost.exe	0xf8a0014f7a70	0x458	Token	0xe	
920	svchost.exe	0xf8a0014f8a70	0x45c	Token	0xe	
920	svchost.exe	0xf8a0014f8a70	0x460	Token	0xe	
920	svchost.exe	0xf8a0014f9060	0x464	Token	0xe	
920	svchost.exe	0xf8a0014f9060	0x468	Token	0xe	
920	svchost.exe	0xf8a0014f8060	0x46c	Token	0xe	
920	svchost.exe	0xf8a0014f8060	0x470	Token	0xe	
920	svchost.exe	0xf8a0014f9a70	0x474	Token	0xe	
920	svchost.exe	0xf8a0014f9a70	0x478	Token	0xe	
920	svchost.exe	0xf8a0014ff060	0x47c	Token	0xe	
920	svchost.exe	0xf8a0014ff060	0x480	Token	0xe	
920	svchost.exe	0xf8a001500a70	0x484	Token	0xe	
920	svchost.exe	0xf8a001500a70	0x488	Token	0xe	
920	svchost.exe	0xf8a001500060	0x48c	Token	0xe	
920	svchost.exe	0xf8a001500060	0x490	Token	0xe	
920	svchost.exe	0xf8a001503060	0x494	Token	0xe	
920	svchost.exe	0xf8a001503060	0x498	Token	0xe	
920	svchost.exe	0xf8a0014ffa70	0x49c	Token	0xe	
920	svchost.exe	0xf8a0014ffa70	0x4a0	Token	0xe	
920	svchost.exe	0xf8a001503a70	0x4a4	Token	0xe	
920	svchost.exe	0xf8a001503a70	0x4a8	Token	0xe	
920	svchost.exe	0xf8a001505060	0x4ac	Token	0xe	
920	svchost.exe	0xf8a001505060	0x4b0	Token	0xe	
920	svchost.exe	0xf8a001504060	0x4b4	Token	0xe	
920	svchost.exe	0xf8a001504060	0x4b8	Token	0xe	
920	svchost.exe	0xf8a001504a70	0x4bc	Token	0xe	
920	svchost.exe	0xf8a001504a70	0x4c0	Token	0xe	
920	svchost.exe	0xf8a001505a70	0x4c4	Token	0xe	
920	svchost.exe	0xf8a001505a70	0x4c8	Token	0xe	
920	svchost.exe	0xf8a001506060	0x4cc	Token	0xe	
920	svchost.exe	0xf8a001506060	0x4d0	Token	0xe	
920	svchost.exe	0xf8a001506a70	0x4d4	Token	0xe	
920	svchost.exe	0xf8a001506a70	0x4d8	Token	0xe	
920	svchost.exe	0xf8a001507a70	0x4dc	Token	0xe	
920	svchost.exe	0xf8a001507a70	0x4e0	Token	0xe	
920	svchost.exe	0xf8a001508060	0x4e4	Token	0xe	
920	svchost.exe	0xf8a001508060	0x4e8	Token	0xe	
920	svchost.exe	0xf8a001508a70	0x4ec	Token	0xe	
920	svchost.exe	0xf8a001508a70	0x4f0	Token	0xe	
920	svchost.exe	0xf8a001507060	0x4f4	Token	0xe	
920	svchost.exe	0xf8a001507060	0x4f8	Token	0xe	
920	svchost.exe	0xf8a001509060	0x4fc	Token	0xe	
920	svchost.exe	0xf8a001509060	0x500	Token	0xe	
920	svchost.exe	0xf8a00150aa70	0x504	Token	0xe	
920	svchost.exe	0xf8a00150aa70	0x508	Token	0xe	
920	svchost.exe	0xf8a00150a060	0x50c	Token	0xe	
920	svchost.exe	0xf8a00150a060	0x510	Token	0xe	
920	svchost.exe	0xf8a00150b060	0x514	Token	0xe	
920	svchost.exe	0xf8a00150b060	0x518	Token	0xe	
920	svchost.exe	0xf8a001509a70	0x51c	Token	0xe	
920	svchost.exe	0xf8a001509a70	0x520	Token	0xe	
920	svchost.exe	0xf8a00150ba70	0x524	Token	0xe	
920	svchost.exe	0xf8a00150ba70	0x528	Token	0xe	
920	svchost.exe	0xf8a00150c060	0x52c	Token	0xe	
920	svchost.exe	0xf8a00150c060	0x530	Token	0xe	
920	svchost.exe	0xf8a00150d060	0x534	Token	0xe	
920	svchost.exe	0xf8a00150d060	0x538	Token	0xe	
920	svchost.exe	0xf8a00150da70	0x53c	Token	0xe	
920	svchost.exe	0xf8a00150da70	0x540	Token	0xe	
920	svchost.exe	0xf8a00150ca70	0x544	Token	0xe	
920	svchost.exe	0xf8a00150ca70	0x548	Token	0xe	
920	svchost.exe	0xf8a00150e060	0x54c	Token	0xe	
920	svchost.exe	0xf8a00150e060	0x550	Token	0xe	
920	svchost.exe	0xf8a00150ea70	0x554	Token	0xe	
920	svchost.exe	0xf8a00150ea70	0x558	Token	0xe	
920	svchost.exe	0xf8a001510060	0x55c	Token	0xe	
920	svchost.exe	0xf8a001510060	0x560	Token	0xe	
920	svchost.exe	0xf8a00150f060	0x564	Token	0xe	
920	svchost.exe	0xf8a00150f060	0x568	Token	0xe	
920	svchost.exe	0xf8a00150fa70	0x56c	Token	0xe	
920	svchost.exe	0xf8a00150fa70	0x570	Token	0xe	
920	svchost.exe	0xf8a001510a70	0x574	Token	0xe	
920	svchost.exe	0xf8a001510a70	0x578	Token	0xe	
920	svchost.exe	0xf8a001511060	0x57c	Token	0xe	
920	svchost.exe	0xf8a001511060	0x580	Token	0xe	
920	svchost.exe	0xf8a001512a70	0x584	Token	0xe	
920	svchost.exe	0xf8a001512a70	0x588	Token	0xe	
920	svchost.exe	0xf8a001512060	0x58c	Token	0xe	
920	svchost.exe	0xf8a001512060	0x590	Token	0xe	
920	svchost.exe	0xf8a001513060	0x594	Token	0xe	
920	svchost.exe	0xf8a001513060	0x598	Token	0xe	
920	svchost.exe	0xf8a001511a70	0x59c	Token	0xe	
920	svchost.exe	0xf8a001511a70	0x5a0	Token	0xe	
920	svchost.exe	0xf8a001513a70	0x5a4	Token	0xe	
920	svchost.exe	0xf8a001513a70	0x5a8	Token	0xe	
920	svchost.exe	0xf8a001514060	0x5ac	Token	0xe	
920	svchost.exe	0xf8a001514060	0x5b0	Token	0xe	
920	svchost.exe	0xf8a001515a70	0x5b4	Token	0xe	
920	svchost.exe	0xf8a001515a70	0x5b8	Token	0xe	
920	svchost.exe	0xf8a001515060	0x5bc	Token	0xe	
920	svchost.exe	0xf8a001515060	0x5c0	Token	0xe	
920	svchost.exe	0xf8a001516060	0x5c4	Token	0xe	
920	svchost.exe	0xf8a001516060	0x5c8	Token	0xe	
920	svchost.exe	0xf8a001514a70	0x5cc	Token	0xe	
920	svchost.exe	0xf8a001514a70	0x5d0	Token	0xe	
920	svchost.exe	0xf8a001516a70	0x5d4	Token	0xe	
920	svchost.exe	0xf8a001516a70	0x5d8	Token	0xe	
920	svchost.exe	0xf8a001518060	0x5dc	Token	0xe	
920	svchost.exe	0xf8a001518060	0x5e0	Token	0xe	
920	svchost.exe	0xf8a001517060	0x5e4	Token	0xe	
920	svchost.exe	0xf8a001517060	0x5e8	Token	0xe	
920	svchost.exe	0xf8a001517a70	0x5ec	Token	0xe	
920	svchost.exe	0xf8a001517a70	0x5f0	Token	0xe	
920	svchost.exe	0xf8a001518a70	0x5f4	Token	0xe	
920	svchost.exe	0xf8a001518a70	0x5f8	Token	0xe	
920	svchost.exe	0xf8a001519060	0x5fc	Token	0xe	
920	svchost.exe	0xf8a001519060	0x600	Token	0xe	
920	svchost.exe	0xf8a001519a70	0x604	Token	0xe	
920	svchost.exe	0xf8a001519a70	0x608	Token	0xe	
920	svchost.exe	0xf8a00151aa70	0x60c	Token	0xe	
920	svchost.exe	0xf8a00151aa70	0x610	Token	0xe	
920	svchost.exe	0xf8a00151b060	0x614	Token	0xe	
920	svchost.exe	0xf8a00151b060	0x618	Token	0xe	
920	svchost.exe	0xf8a00151ba70	0x61c	Token	0xe	
920	svchost.exe	0xf8a00151ba70	0x620	Token	0xe	
920	svchost.exe	0xf8a00151a060	0x624	Token	0xe	
920	svchost.exe	0xf8a00151a060	0x628	Token	0xe	
920	svchost.exe	0xf8a00151c060	0x62c	Token	0xe	
920	svchost.exe	0xf8a00151c060	0x630	Token	0xe	
920	svchost.exe	0xf8a00151da70	0x634	Token	0xe	
920	svchost.exe	0xf8a00151da70	0x638	Token	0xe	
920	svchost.exe	0xf8a00151d060	0x63c	Token	0xe	
920	svchost.exe	0xf8a00151d060	0x640	Token	0xe	
920	svchost.exe	0xf8a00151e060	0x644	Token	0xe	
920	svchost.exe	0xf8a00151e060	0x648	Token	0xe	
920	svchost.exe	0xf8a00151ca70	0x64c	Token	0xe	
920	svchost.exe	0xf8a00151ca70	0x650	Token	0xe	
920	svchost.exe	0xf8a00151ea70	0x654	Token	0xe	
920	svchost.exe	0xf8a00151ea70	0x658	Token	0xe	
920	svchost.exe	0xf8a00151f060	0x65c	Token	0xe	
920	svchost.exe	0xf8a00151f060	0x660	Token	0xe	
920	svchost.exe	0xf8a001520060	0x664	Token	0xe	
920	svchost.exe	0xf8a001520060	0x668	Token	0xe	
920	svchost.exe	0xf8a001520a70	0x66c	Token	0xe	
920	svchost.exe	0xf8a001520a70	0x670	Token	0xe	
920	svchost.exe	0xf8a00151fa70	0x674	Token	0xe	
920	svchost.exe	0xf8a00151fa70	0x678	Token	0xe	
920	svchost.exe	0xf8a001521060	0x67c	Token	0xe	
920	svchost.exe	0xf8a001521060	0x680	Token	0xe	
920	svchost.exe	0xf8a001521a70	0x684	Token	0xe	
920	svchost.exe	0xf8a001521a70	0x688	Token	0xe	
920	svchost.exe	0xf8a001523060	0x68c	Token	0xe	
920	svchost.exe	0xf8a001523060	0x690	Token	0xe	
920	svchost.exe	0xf8a001522060	0x694	Token	0xe	
920	svchost.exe	0xf8a001522060	0x698	Token	0xe	
920	svchost.exe	0xf8a001522a70	0x69c	Token	0xe	
920	svchost.exe	0xf8a001522a70	0x6a0	Token	0xe	
920	svchost.exe	0xf8a001523a70	0x6a4	Token	0xe	
920	svchost.exe	0xf8a001523a70	0x6a8	Token	0xe	
920	svchost.exe	0xf8a001524060	0x6ac	Token	0xe	
920	svchost.exe	0xf8a001524060	0x6b0	Token	0xe	
920	svchost.exe	0xf8a001525a70	0x6b4	Token	0xe	
920	svchost.exe	0xf8a001525a70	0x6b8	Token	0xe	
920	svchost.exe	0xf8a001525060	0x6bc	Token	0xe	
920	svchost.exe	0xf8a001525060	0x6c0	Token	0xe	
920	svchost.exe	0xf8a0014c7060	0x6c4	Token	0xe	
920	svchost.exe	0xfa8002fd01c0	0x6c8	Mutant	0x1f0001	
920	svchost.exe	0xfa8002fcf460	0x6cc	Event	0x100003	
920	svchost.exe	0xf8a0014ed060	0x6d0	Token	0xe	
920	svchost.exe	0xf8a0014ed060	0x6d4	Token	0xe	
920	svchost.exe	0xf8a001524a70	0x6d8	Token	0xe	
920	svchost.exe	0xf8a001524a70	0x6dc	Token	0xe	
920	svchost.exe	0xf8a001529a70	0x6e0	Token	0xe	
920	svchost.exe	0xf8a001529a70	0x6e4	Token	0xe	
920	svchost.exe	0xf8a00152a060	0x6e8	Token	0xe	
920	svchost.exe	0xf8a00152a060	0x6ec	Token	0xe	
920	svchost.exe	0xf8a00152aa70	0x6f0	Token	0xe	
920	svchost.exe	0xf8a00152aa70	0x6f4	Token	0xe	
920	svchost.exe	0xf8a001529060	0x6f8	Token	0xe	
920	svchost.exe	0xf8a001529060	0x6fc	Token	0xe	
920	svchost.exe	0xf8a0014c9060	0x700	Token	0xe	
920	svchost.exe	0xf8a0014c9060	0x704	Token	0xe	
920	svchost.exe	0xf8a0014c9a70	0x708	Token	0xe	
920	svchost.exe	0xf8a0014c9a70	0x70c	Token	0xe	
920	svchost.exe	0xf8a00152ba70	0x710	Token	0xe	
920	svchost.exe	0xf8a00152ba70	0x714	Token	0xe	
920	svchost.exe	0xf8a00152c060	0x718	Token	0xe	
920	svchost.exe	0xf8a00152c060	0x71c	Token	0xe	
920	svchost.exe	0xf8a00152b060	0x720	Token	0xe	
920	svchost.exe	0xf8a00152b060	0x724	Token	0xe	
920	svchost.exe	0xf8a00152ca70	0x728	Token	0xe	
920	svchost.exe	0xf8a00152ca70	0x72c	Token	0xe	
920	svchost.exe	0xf8a001530060	0x730	Token	0xe	
920	svchost.exe	0xf8a001530060	0x734	Token	0xe	
920	svchost.exe	0xf8a001531a70	0x738	Token	0xe	
920	svchost.exe	0xf8a001531a70	0x73c	Token	0xe	
920	svchost.exe	0xf8a001531060	0x740	Token	0xe	
920	svchost.exe	0xf8a001531060	0x744	Token	0xe	
920	svchost.exe	0xf8a001532060	0x748	Token	0xe	
920	svchost.exe	0xf8a001532060	0x74c	Token	0xe	
920	svchost.exe	0xf8a001530a70	0x750	Token	0xe	
920	svchost.exe	0xf8a001530a70	0x754	Token	0xe	
920	svchost.exe	0xf8a0016a2060	0x758	Token	0xe	
920	svchost.exe	0xf8a0016a2060	0x75c	Token	0xe	
920	svchost.exe	0xf8a001532a70	0x760	Token	0xe	
920	svchost.exe	0xf8a001532a70	0x764	Token	0xe	
920	svchost.exe	0xf8a0016a2a70	0x768	Token	0xe	
920	svchost.exe	0xf8a0016a2a70	0x76c	Token	0xe	
920	svchost.exe	0xf8a001534060	0x770	Token	0xe	
920	svchost.exe	0xf8a001534060	0x774	Token	0xe	
920	svchost.exe	0xf8a001535060	0x778	Token	0xe	
920	svchost.exe	0xf8a001535060	0x77c	Token	0xe	
920	svchost.exe	0xf8a001535a70	0x780	Token	0xe	
920	svchost.exe	0xf8a001535a70	0x784	Token	0xe	
920	svchost.exe	0xf8a001534a70	0x788	Token	0xe	
920	svchost.exe	0xf8a001534a70	0x78c	Token	0xe	
920	svchost.exe	0xf8a001533060	0x790	Token	0xe	
920	svchost.exe	0xf8a001533060	0x794	Token	0xe	
920	svchost.exe	0xf8a001533a70	0x798	Token	0xe	
920	svchost.exe	0xf8a001533a70	0x79c	Token	0xe	
920	svchost.exe	0xf8a001536a70	0x7a0	Token	0xe	
920	svchost.exe	0xf8a001536a70	0x7a4	Token	0xe	
920	svchost.exe	0xfa8002fdb350	0x7a8	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8002feb4b0	0x7ac	EtwRegistration	0x804	
920	svchost.exe	0xfa8002feb3d0	0x7b0	EtwRegistration	0x804	
920	svchost.exe	0xfa80014036b0	0x7b4	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a001576a70	0x7bc	Token	0xe	
920	svchost.exe	0xf8a001576a70	0x7c0	Token	0xe	
920	svchost.exe	0xfa8002fe8060	0x7c4	Event	0x1f0003	
920	svchost.exe	0xfa800205a820	0x7c8	ALPC Port	0x1f0001	
920	svchost.exe	0xfa80022c9530	0x7cc	Event	0x1f0003	
920	svchost.exe	0xfa8000f5f390	0x7d0	Mutant	0x1f0001	
920	svchost.exe	0xfa8002e08cb0	0x7d4	Event	0x1f0003	
920	svchost.exe	0xfa8002fdf120	0x7d8	Event	0x1f0003	
920	svchost.exe	0xfa800301d5f0	0x7e0	Event	0x1f0003	
920	svchost.exe	0xfa8001dd8a90	0x7e4	Thread	0x1fffff	Tid 1016 Pid 920
920	svchost.exe	0xfa8002f78ac0	0x7e8	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f789e0	0x7ec	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f78900	0x7f0	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f78820	0x7f4	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fb73e0	0x7f8	Event	0x1f0003	
920	svchost.exe	0xfa8002f786d0	0x7fc	File	0x120089	\Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
920	svchost.exe	0xfa8002fa6340	0x804	Event	0x1f0003	
920	svchost.exe	0xfa8002fa6e60	0x808	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8002fb7630	0x80c	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fb7550	0x810	EtwRegistration	0x804	
920	svchost.exe	0xfa8003013630	0x814	Event	0x1f0003	
920	svchost.exe	0xfa8002fb3b30	0x820	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fb3890	0x824	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fb35f0	0x828	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa71b0	0x82c	Event	0x1f0003	
920	svchost.exe	0xfa8002d5a810	0x830	Event	0x1f0003	
920	svchost.exe	0xfa8003015c70	0x834	Event	0x1f0003	
920	svchost.exe	0xfa8002fa7700	0x838	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f783e0	0x83c	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fb3190	0x840	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa5c10	0x844	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa5970	0x848	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa56d0	0x84c	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa8f90	0x850	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa8cf0	0x854	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa8a50	0x858	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa87b0	0x85c	EtwRegistration	0x804	
920	svchost.exe	0xfa8002fa8510	0x860	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f76dd0	0x864	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f76b30	0x868	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f76890	0x86c	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f765f0	0x870	EtwRegistration	0x804	
920	svchost.exe	0xfa8002f785b0	0x874	Event	0x1f0003	
920	svchost.exe	0xfa8002fb3100	0x878	Event	0x1f0003	
920	svchost.exe	0xfa8002d75e60	0x87c	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8002f0fa80	0x880	Semaphore	0x1f0003	
920	svchost.exe	0xfa8002f0fb10	0x884	EtwRegistration	0x804	
920	svchost.exe	0xfa8001f8b810	0x888	EtwRegistration	0x804	
920	svchost.exe	0xfa8001ebfe60	0x88c	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8003034f10	0x890	EtwRegistration	0x804	
920	svchost.exe	0xfa8003055e60	0x894	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a0013aa810	0x898	Directory	0x20003	
920	svchost.exe	0xf8a0015258c0	0x89c	Section	0x4	ASqmManifestVersion
920	svchost.exe	0xf8a0013aa810	0x8a0	Directory	0x20003	
920	svchost.exe	0xfa8002f76160	0x8a4	Event	0x1f0003	
920	svchost.exe	0xfa800301f060	0x8a8	Thread	0x1fffff	Tid 1296 Pid 920
920	svchost.exe	0xfa8002fb8dc0	0x8ac	Event	0x1f0003	
920	svchost.exe	0xfa8003050a40	0x8b0	Event	0x1f0003	
920	svchost.exe	0xfa8003058060	0x8b4	Thread	0x1fffff	Tid 1264 Pid 920
920	svchost.exe	0xfa80030501d0	0x8b8	Event	0x1f0003	
920	svchost.exe	0xfa8003057fe0	0x8bc	Event	0x1f0003	PerfTrackConfigCriteriaUpdatedEvent_9adc47bd-8938-49d5-a997-bb13611fb6b6
920	svchost.exe	0xfa800304e7c0	0x8c0	EtwRegistration	0x804	
920	svchost.exe	0xfa8003057240	0x8c4	Event	0x1f0003	
920	svchost.exe	0xfa80030572d0	0x8c8	ALPC Port	0x1f0001	
920	svchost.exe	0xfa80030542a0	0x8cc	Event	0x1f0003	
920	svchost.exe	0xf8a0015c9e80	0x8d0	Key	0x10	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\UNINSTALL
920	svchost.exe	0xfa8003009540	0x8d4	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8003037570	0x8d8	Event	0x1f0003	
920	svchost.exe	0xfa8003008ce0	0x8dc	Timer	0x1f0003	
920	svchost.exe	0xfa8003042340	0x8e0	Thread	0x1fffff	Tid 1224 Pid 920
920	svchost.exe	0xf8a0022d7060	0x8e4	Token	0xe	
920	svchost.exe	0xfa8003204690	0x8f0	Semaphore	0x100003	
920	svchost.exe	0xfa8003204610	0x8f8	Semaphore	0x100003	
920	svchost.exe	0xfa8003044ca0	0x8fc	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a0016936f0	0x900	Key	0x2001f	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\DIAGNOSTICS\PERFTRACK\SCENARIOOCCURRENCES\448
920	svchost.exe	0xfa80027d69a0	0x904	Event	0x1f0003	
920	svchost.exe	0xf8a0033de060	0x908	Token	0xe	
920	svchost.exe	0xfa8000f499f0	0x910	Event	0x1f0003	
920	svchost.exe	0xfa80027cf640	0x914	Thread	0x1fffff	Tid 2480 Pid 920
920	svchost.exe	0xfa8001cef130	0x91c	Event	0x1f0003	
920	svchost.exe	0xfa80027c99c0	0x928	ALPC Port	0x1f0001	
920	svchost.exe	0xfa8002d79c90	0x930	EtwRegistration	0x804	
920	svchost.exe	0xfa80022836b0	0x934	Thread	0x1fffff	Tid 2700 Pid 920
920	svchost.exe	0xf8a001b44750	0x938	Token	0xe	
920	svchost.exe	0xf8a0022d7060	0x93c	Token	0xe	
920	svchost.exe	0xfa8002206070	0x940	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a001b669b0	0x944	Token	0xe	
920	svchost.exe	0xfa8002bceca0	0x948	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a001b54660	0x94c	Token	0xe	
920	svchost.exe	0xfa8001884340	0x950	Mutant	0x1f0001	
920	svchost.exe	0xf8a001b44750	0x954	Token	0xe	
920	svchost.exe	0xf8a0019ea060	0x958	Token	0xe	
920	svchost.exe	0xfa80053059c0	0x95c	Mutant	0x1f0001	
920	svchost.exe	0xf8a001bd1060	0x964	Token	0xe	
920	svchost.exe	0xf8a0019ea060	0x968	Token	0xe	
920	svchost.exe	0xfa800235ce60	0x96c	Mutant	0x1f0001	
920	svchost.exe	0xf8a001bfe060	0x970	Token	0xe	
920	svchost.exe	0xf8a001bfe060	0x974	Token	0xe	
920	svchost.exe	0xfa80090db060	0x978	Mutant	0x1f0001	
920	svchost.exe	0xf8a001cab060	0x97c	Token	0xe	
920	svchost.exe	0xf8a001c1a060	0x980	Token	0xe	
920	svchost.exe	0xfa8002837ec0	0x984	Mutant	0x1f0001	
920	svchost.exe	0xf8a001cab060	0x988	Token	0xe	
920	svchost.exe	0xfa8001e4a730	0x98c	Mutant	0x1f0001	
920	svchost.exe	0xf8a001ce3060	0x990	Token	0xe	
920	svchost.exe	0xf8a001ce3060	0x994	Token	0xe	
920	svchost.exe	0xfa8002376ce0	0x998	Mutant	0x1f0001	
920	svchost.exe	0xf8a001ce7060	0x99c	Token	0xe	
920	svchost.exe	0xf8a001ce7060	0x9a0	Token	0xe	
920	svchost.exe	0xfa8002380e30	0x9a4	Mutant	0x1f0001	
920	svchost.exe	0xfa8000f2bc50	0x9a8	ALPC Port	0x1f0001	
920	svchost.exe	0xf8a0022dc060	0x9ac	Token	0xe	
920	svchost.exe	0xfa8000f4be60	0x9b4	ALPC Port	0x1f0001	
964	svchost.exe	0xf8a000f29d40	0x4	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
964	svchost.exe	0xf8a0007d5e00	0x8	Directory	0x3	KnownDlls
964	svchost.exe	0xfa8002c5ee90	0xc	File	0x100020	\Device\HarddiskVolume2\Windows\System32
964	svchost.exe	0xf8a000f2e520	0x10	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
964	svchost.exe	0xfa8002c5e110	0x14	EtwRegistration	0x804	
964	svchost.exe	0xfa8002c5ea90	0x18	ALPC Port	0x1f0001	
964	svchost.exe	0xfa8002c5e380	0x1c	EtwRegistration	0x804	
964	svchost.exe	0xf8a000e9efa0	0x20	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
964	svchost.exe	0xfa8002c3add0	0x24	Event	0x21f0003	
964	svchost.exe	0xfa8002a89890	0x28	WindowStation	0xf016e	Service-0x0-3e7$
964	svchost.exe	0xfa8002a8a090	0x2c	Desktop	0xf00cf	Default
964	svchost.exe	0xfa8002a89890	0x30	WindowStation	0xf016e	Service-0x0-3e7$
964	svchost.exe	0xfa8002c589f0	0x34	Event	0x1f0003	
964	svchost.exe	0xfa8002c58a80	0x38	EtwRegistration	0x804	
964	svchost.exe	0xfa8002c58970	0x3c	Event	0x1f0003	
964	svchost.exe	0xfa8002c588f0	0x40	Event	0x1f0003	
964	svchost.exe	0xfa8002c58870	0x44	Event	0x1f0003	
964	svchost.exe	0xfa8002c587f0	0x48	Event	0x1f0003	
964	svchost.exe	0xfa8002c58770	0x4c	Event	0x1f0003	
964	svchost.exe	0xf8a000c0e760	0x50	Directory	0xf	BaseNamedObjects
964	svchost.exe	0xfa8002c585a0	0x54	Event	0x1f0003	
964	svchost.exe	0xfa8002c60560	0x58	Event	0x1f0003	
964	svchost.exe	0xfa8002c61070	0x5c	File	0x100001	\Device\KsecDD
964	svchost.exe	0xfa8002c61f60	0x60	Event	0x1f0003	
964	svchost.exe	0xfa8002c61fe0	0x64	Event	0x1f0003	
964	svchost.exe	0xfa8002c61ee0	0x68	Event	0x1f0003	
964	svchost.exe	0xfa8002c61d30	0x6c	EtwRegistration	0x804	
964	svchost.exe	0xfa8002c61e10	0x70	EtwRegistration	0x804	
964	svchost.exe	0xfa8002c61ca0	0x74	Event	0x1f0003	
964	svchost.exe	0xfa8002c5f900	0x78	Thread	0x1fffff	Tid 968 Pid 964
964	svchost.exe	0xfa800305a430	0x7c	Event	0x1f0003	
964	svchost.exe	0xf8a000f10060	0x80	KeyedEvent	0xf0003	
964	svchost.exe	0xfa8002c615c0	0x84	IoCompletion	0x1f0003	
964	svchost.exe	0xfa8002c61490	0x88	TpWorkerFactory	0xf00ff	
964	svchost.exe	0xfa8002c61320	0x8c	Timer	0x100002	
964	svchost.exe	0xfa8002c611b0	0x90	Timer	0x1f0003	
964	svchost.exe	0xfa8002c62060	0x94	Thread	0x1fffff	Tid 980 Pid 964
964	svchost.exe	0xfa8002c62060	0x98	Thread	0x1fffff	Tid 980 Pid 964
964	svchost.exe	0xfa8002c63da0	0x9c	Timer	0x100002	
964	svchost.exe	0xfa8002c63ba0	0xa0	ALPC Port	0x1f0001	
964	svchost.exe	0xfa8002c5e060	0xa4	Event	0x1f0003	
964	svchost.exe	0xfa8002c627b0	0xa8	Mutant	0x1f0001	
964	svchost.exe	0xfa8002c60190	0xac	Mutant	0x1f0001	
964	svchost.exe	0xf8a000e9e060	0xb0	Token	0x48	
964	svchost.exe	0xfa8002c61680	0xb4	Event	0x1f0003	
964	svchost.exe	0xfa8002c60a00	0xb8	ALPC Port	0x1f0001	
964	svchost.exe	0xfa8002c625e0	0xbc	Event	0x1f0003	
964	svchost.exe	0xfa8002f73950	0xc0	Event	0x1f0003	
964	svchost.exe	0xfa8000dd2b20	0xc4	Event	0x1f0003	
964	svchost.exe	0xfa8002c59920	0xc8	Event	0x1f0003	
964	svchost.exe	0xf8a000efc440	0xcc	Key	0x20019	USER\.DEFAULT\CONTROL PANEL\INTERNATIONAL
964	svchost.exe	0xfa800151e060	0xdc	Thread	0x1fffff	Tid 2640 Pid 964
964	svchost.exe	0xf8a000eb8e00	0xe8	Directory	0x20003	
964	svchost.exe	0xfa8002c60110	0xf0	Event	0x100000	MmcssStatusEvent
964	svchost.exe	0xfa8003040eb0	0xfc	EtwRegistration	0x804	
